latitude,longitude,altitude,geometry,ACCOUNT,ACREAGE,CONDO_FLAG,COUNTY,DMG_LEVEL,FIPS,HCAD_NUM,IMPROVEMEN,IN_DEPTH,KEY_MAP,LAND_USE_C,LAND_USE_D,LAND_VALUE,LATITUDE,LONGITUDE,LocAddr,LocName,LocNum,MAIL_CITY,MAIL_STATE,MAIL_ZIP,NEIGHBORHO,NEIGHBOR_1,NEW_CONSTR,OBJECTID,OBJECTID_2,PERIMETER,SCHOOL_DIS,Shape_Le_1,Shape_Leng,Shape_area,Shape_len,TAX_YEAR,TOTAL_APPR,TOTAL_BUIL,TOTAL_LAND,TOTAL_MARK,TOTAL_RCN_,UNITS,UNIT_PRICE,UNIT_TYPE,WTSHNAME,WTSHUNIT,YR_IMPR,city,cohgis_COU,index_right
29.8559,-95.716,,Point,1247580020022,.1594,0,Harris,AFF,48201,1247580020022,128080,0.223846435547,406Y,1001,Res Improved Table Value,24658,29.8559,-95.716,19711 GREENSIDE HILL LN,GREENSIDE HILL,19711,KATY,TX,77449-0156,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,152738,1814,6943,152738,148930,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8556,-95.7166,,Point,1247580020026,.2199,0,Harris,AFF,48201,1247580020026,157255,0.294891357422,406Y,1001,Res Improved Table Value,25858,29.8556,-95.7166,5807 GARDEN FLOWER CT,GARDEN FLOWER,5807,KATY,TX,77449-2637,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,183113,2536,9580,183113,182855,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8552,-95.7166,,Point,1247580020035,.1251,0,Harris,AFF,48201,1247580020035,141921,0.75666809082,406Y,1001,Res Improved Table Value,23979,29.8552,-95.7166,19718 COLDFIELD DR,COLDFIELD,19718,KATY,TX,77449-2632,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,165900,2254,5450,165900,172153,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8552,-95.7163,,Point,1247580020037,.1251,0,Harris,AFF,48201,1247580020037,150021,0.325531005859,406Y,1001,Res Improved Table Value,23979,29.8552,-95.7163,19710 COLDFIELD DR,COLDFIELD,19710,FOLSOM,CA,95763-6660,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,174000,2452,5450,174000,179510,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8554,-95.7174,,Point,1247580020003,.1320,0,Harris,AFF,48201,1247580020003,121204,1.21513366699,406Y,1001,Res Improved Table Value,24116,29.8554,-95.7174,5811 LINKSMAN LN,LINKSMAN,5811,,,,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,121101,1659,5750,145320,139315,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8552,-95.7168,,Point,1247580020034,.1251,0,Harris,AFF,48201,1247580020034,136120,0.656707763672,406Y,1001,Res Improved Table Value,23979,29.8552,-95.7168,19722 COLDFIELD DR,COLDFIELD,19722,KATY,TX,77449-2632,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,133940,2071,5450,160099,158279,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8653,-95.7317,,Point,1160910160038,.1528,0,Harris,AFF,48201,1160910160038,140606,0.114562988281,406T,1001,Res Improved Table Value,23085,29.8653,-95.7317,21018 STONEY HAVEN DR,STONEY HAVEN,21018,KATY,TX,77449-6580,1.01,4025,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,163517,1880,6659,163691,169405,6100.0000,3.75,SF,ADDICKS RESERVOIR,U,2002,KATY,0,0
29.846,-95.5978,,Point,1187210020011,.2716,0,Harris,AFF,48201,1187210020011,316161,0.184562683105,449A,1001,Res Improved Table Value,64053,29.846,-95.5978,12506 PEBBLE WAY CT,PEBBLE WAY,12506,HOUSTON,TX,77041-6855,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,378469,2567,11830,387931,390322,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8552,-95.7165,,Point,1247580020036,.1251,0,Harris,AFF,48201,1247580020036,121204,0.665023803711,406Y,1001,Res Improved Table Value,23979,29.8552,-95.7165,19714 COLDFIELD DR,COLDFIELD,19714,KATY,TX,77449-2632,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,145183,1659,5450,145183,139315,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8552,-95.7161,,Point,1247580020038,.1612,0,Harris,AFF,48201,1247580020038,119206,0.415298461914,406Y,1001,Res Improved Table Value,24694,29.8552,-95.7161,19706 COLDFIELD DR,COLDFIELD,19706,SCOTTSDALE,AZ,85255-7807,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,143900,1805,7021,143900,145409,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8557,-95.7154,,Point,1247580020043,.1609,0,Harris,AFF,48201,1247580020043,123135,0.640701293945,406Y,1001,Res Improved Table Value,24689,29.8557,-95.7154,5815 PLANTATION CREST DR,PLANTATION CREST,5815,KATY,TX,77450-6024,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,147824,1659,7010,147824,141535,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8551,-95.7174,,Point,1247580020001,.1421,0,Harris,AFF,48201,1247580020001,144504,1.47254943848,406Y,1001,Res Improved Table Value,24316,29.8551,-95.7174,5803 LINKSMAN LN,LINKSMAN,5803,KATY,TX,77449-2641,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,139328,2219,6191,168820,166097,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8553,-95.7174,,Point,1247580020002,.1320,0,Harris,AFF,48201,1247580020002,154542,1.34954833984,406Y,1001,Res Improved Table Value,24116,29.8553,-95.7174,5807 LINKSMAN LN,LINKSMAN,5807,KATY,TX,77449-2641,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,147006,2484,5750,178658,177635,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8556,-95.7169,,Point,1247580020031,.1515,0,Harris,AFF,48201,1247580020031,142089,0.858322143555,406Y,1001,Res Improved Table Value,24502,29.8556,-95.7169,5814 LINKSMAN LN,LINKSMAN,5814,KATY,TX,77449-2640,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,139164,2049,6600,166591,165220,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8554,-95.7169,,Point,1247580020032,.1515,0,Harris,AFF,48201,1247580020032,116167,0.895950317383,406Y,1001,Res Improved Table Value,24502,29.8554,-95.7169,5810 LINKSMAN LN,LINKSMAN,5810,KATY,TX,77449-2640,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,140669,1488,6600,140669,135078,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8552,-95.717,,Point,1247580020033,.1345,0,Harris,AFF,48201,1247580020033,121834,1.16519165039,406Y,1001,Res Improved Table Value,24166,29.8552,-95.717,19726 COLDFIELD DR,COLDFIELD,19726,SCOTTSDALE,AZ,85261-4090,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,146000,1619,5861,146000,139294,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8557,-95.7159,,Point,1247580020023,.1671,0,Harris,AFF,48201,1247580020023,136492,0.465896606445,406Y,1001,Res Improved Table Value,24812,29.8557,-95.7159,5806 GARDEN FLOWER CT,GARDEN FLOWER,5806,KATY,TX,77449-2636,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,161304,2172,7281,161304,158712,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8555,-95.7161,,Point,1247580020024,.1592,0,Harris,AFF,48201,1247580020024,137820,0.250228881836,406Y,1001,Res Improved Table Value,24656,29.8555,-95.7161,5802 GARDEN FLOWER CT,GARDEN FLOWER,5802,KATY,TX,77449-2636,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,135428,2049,6937,162476,160256,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8555,-95.7164,,Point,1247580020025,.2058,0,Harris,AFF,48201,1247580020025,129961,0.126083374023,406Y,1001,Res Improved Table Value,25578,29.8555,-95.7164,5308 GARDEN FLOWER CT,GARDEN FLOWER,5308,KATY,TX,77449-2637,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,130897,1572,8965,155539,151118,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8553,-95.716,,Point,1247580020039,.1619,0,Harris,AFF,48201,1247580020039,123135,1.09162902832,406Y,1001,Res Improved Table Value,24709,29.8553,-95.716,19702 COLDFIELD DR,COLDFIELD,19702,KATY,TX,77449-2632,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,147844,1659,7055,147844,141535,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8554,-95.7158,,Point,1247580020040,.1251,0,Harris,AFF,48201,1247580020040,158095,0.859313964844,406Y,1001,Res Improved Table Value,23979,29.8554,-95.7158,5803 PLANTATION CREST DR,PLANTATION CREST,5803,KATY,TX,77449-0160,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,152064,2484,5450,182074,177635,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8555,-95.7157,,Point,1247580020041,.1251,0,Harris,AFF,48201,1247580020041,160860,0.707962036133,406Y,1001,Res Improved Table Value,23979,29.8555,-95.7157,5807 PLANTATION CREST DR,PLANTATION CREST,5807,KATY,TX,77449-4386,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,184839,2480,5450,184839,184897,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8556,-95.7156,,Point,1247580020042,.1251,0,Harris,AFF,48201,1247580020042,125052,0.244598388672,406Y,1001,Res Improved Table Value,23979,29.8556,-95.7156,5811 PLANTATION CREST DR,PLANTATION CREST,5811,KATY,TX,77449-0160,193.04,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,125023,1805,5450,149031,145409,5250.0000,4.55,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8414,-95.6399,,Point,1068430000007,.1931,0,Harris,AFF,48201,1068430000007,145509,1.23114013672,448A,1001,Res Improved Table Value,25050,29.8414,-95.6399,4614 TURF VALLEY DR,TURF VALLEY,4614,HOUSTON,TX,77084-3540,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,162472,2050,8410,170559,223860,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8447,-95.5982,,Point,1187210010009,.2534,0,Harris,AFF,48201,1187210010009,416843,0.268104553223,449A,1001,Res Improved Table Value,95261,29.8447,-95.5982,12315 LAKESHORE RDG,LAKESHORE,12315,HOUSTON,TX,77041-6846,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,512104,3928,11040,512104,555278,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1997,HOUSTON,0,0
29.843,-95.6367,,Point,1094600000010,.1864,0,Harris,AFF,48201,1094600000010,129759,0.677772521973,448B,1001,Res Improved Table Value,24955,29.843,-95.6367,15723 CREEKHAVEN DR,CREEKHAVEN,15723,HOUSTON,TX,77084-3609,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,162930,2080,8120,162930,196605,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8434,-95.5998,,Point,1182820010023,.3483,0,Harris,AFF,48201,1182820010023,711927,0.482604980469,449A,1001,Res Improved Table Value,146840,29.8434,-95.5998,12702 WATERSIDE WAY,WATERSIDE,12702,HOUSTON,TX,77041-6667,85.02,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,858767,4741,15170,858767,876670,10400.0000,9.00,SF,ADDICKS RESERVOIR,U,1998,HOUSTON,0,0
29.8532,-95.6309,,Point,1137260000047,.1864,0,Harris,MIN,48201,1137260000047,130521,4.94730377197,408X,1001,Res Improved Table Value,24695,29.8532,-95.6309,5235 PINE CLIFF DR,PINE CLIFF,5235,HOUSTON,TX,77084-3100,2904.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,163564,2040,8117,163564,183833,6720.0000,3.60,SF,ADDICKS RESERVOIR,U,1984,HOUSTON,0,0
29.8527,-95.6308,,Point,1137260000049,.1788,0,Harris,MIN,48201,1137260000049,143823,4.71361541748,408X,1001,Res Improved Table Value,24576,29.8527,-95.6308,15602 MIDRIDGE DR,MIDRIDGE,15602,KATY,TX,77449-4481,2904.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,175780,1910,7788,175780,186783,6720.0000,3.60,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.8528,-95.6311,,Point,1137260000050,.2480,0,Harris,MIN,48201,1137260000050,84339,4.28894805908,408X,1001,Res Improved Table Value,25661,29.8528,-95.6311,15606 MIDRIDGE DR,MIDRIDGE,15606,LAKEWAY,TX,78734-4208,2904.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,110000,1822,10800,110000,200362,6720.0000,3.60,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.8429,-95.6006,,Point,1182820010020,.3158,0,Harris,AFF,48201,1182820010020,569124,0.268280029297,449A,1001,Res Improved Table Value,120776,29.8429,-95.6006,12714 WATERSIDE WAY,WATERSIDE,12714,HOUSTON,TX,77041-6667,85.02,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,690000,4684,13756,690000,752511,10400.0000,9.00,SF,ADDICKS RESERVOIR,U,2002,HOUSTON,0,0
29.844,-95.6008,,Point,1182820010010,.3013,0,Harris,AFF,48201,1182820010010,594198,0.524444580078,448D,1001,Res Improved Table Value,144073,29.844,-95.6008,5210 CEDAR BEND CRK,CEDAR BEND,5210,HOUSTON,TX,77041-6605,85.02,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,738271,4824,13121,738271,828867,10400.0000,9.00,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8407,-95.6362,,Point,1068480000012,.1931,0,Harris,MIN,48201,1068480000012,116489,2.74992370605,448F,1001,Res Improved Table Value,25050,29.8407,-95.6362,15710 TUMBLING RAPIDS DR,TUMBLING RAPIDS,15710,CYPRESS,TX,77429-3851,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,145492,1982,8410,145492,179214,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8425,-95.6376,,Point,1094600000024,.1980,0,Harris,AFF,48201,1094600000024,123715,1.37645721436,448B,1001,Res Improved Table Value,25121,29.8425,-95.6376,15814 LAUREL HEIGHTS DR,LAUREL HEIGHTS,15814,HOUSTON,TX,77084-3621,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,152854,1846,8625,153895,190330,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8395,-95.6353,,Point,1068470000016,.2139,0,Harris,MIN,48201,1068470000016,146851,3.958152771,448F,1001,Res Improved Table Value,25349,29.8395,-95.6353,15631 SANDY HILL DR,SANDY HILL,15631,HOUSTON,TX,77084-3632,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,182009,2276,9315,182009,225925,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8417,-95.6413,,Point,1101240000002,.1714,0,Harris,AFF,48201,1101240000002,117759,0.558235168457,448A,1001,Res Improved Table Value,24641,29.8417,-95.6413,4607 HICKORY DOWNS DR,HICKORY DOWNS,4607,HOUSTON,TX,77084-3359,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,142400,1988,7467,142400,194478,7467.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8449,-95.6033,,Point,1200540010001,.2400,0,Harris,AFF,48201,1200540010001,615325,0.276100158691,448D,1001,Res Improved Table Value,130675,29.8449,-95.6033,5415 MORNING BREEZE,MORNING BREEZE,5415,HOUSTON,TX,77041-5788,87.08,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,746000,4926,10454,746000,771459,10454.0000,10.00,SF,ADDICKS RESERVOIR,U,2003,HOUSTON,0,0
29.8446,-95.5908,,Point,1190690020008,.2958,0,Harris,AFF,48201,1190690020008,339242,0.226333618164,449A,1001,Res Improved Table Value,59715,29.8446,-95.5908,5307 WINDHAM SPRINGS CT,WINDHAM SPRINGS,5307,HOUSTON,TX,77041-4290,86.09,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,411750,2655,12885,411750,399108,9100.0000,6.30,SF,ADDICKS RESERVOIR,U,1997,HOUSTON,0,0
29.8454,-95.6001,,Point,1187220010013,.2832,0,Harris,AFF,48201,1187220010013,873057,0.0870361328125,449A,1001,Res Improved Table Value,144404,29.8454,-95.6001,5311 BRISTOL BANK CT,BRISTOL BANK,5311,HOUSTON,TX,77041-6415,85.06,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,1017461,5422,12338,1017461,1072201,11000.0000,8.25,SF,ADDICKS RESERVOIR,U,1999,HOUSTON,0,0
29.8451,-95.5979,,Point,1187210010014,.2280,0,Harris,AFF,48201,1187210010014,360082,0.313125610352,449A,1001,Res Improved Table Value,62744,29.8451,-95.5979,12310 LAKESHORE RDG,LAKESHORE,12310,MIAMI,FL,33195-2685,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,435469,3411,9933,435469,444546,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1997,HOUSTON,0,0
29.8549,-95.7256,,Point,1227130020001,.1663,0,Harris,MIN,48201,1227130020001,161786,2.65815734863,406Y,1001,Res Improved Table Value,21993,29.8549,-95.7256,5627 DUNBROOK PARK LN,DUNBROOK PARK,5627,KATY,TX,77449-7565,193.02,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,183779,2267,7246,183779,188715,6600.0000,3.30,SF,ADDICKS RESERVOIR,U,2006,KATY,0,0
29.8456,-95.5992,,Point,1187210010003,.2841,0,Harris,AFF,48201,1187210010003,307053,0.390853881836,449A,1001,Res Improved Table Value,64428,29.8456,-95.5992,5302 LAKESHORE RIDGE CT,LAKESHORE RIDGE,5302,,,,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,371481,2553,12374,371481,391303,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1997,HOUSTON,0,0
29.8531,-95.7269,,Point,1227130050026,.1550,0,Harris,AFF,48201,1227130050026,120754,0.0498809814453,406X,1001,Res Improved Table Value,21830,29.8531,-95.7269,5527 POPLAR TERRACE LN,POPLAR TERRACE,5527,KATY,TX,77449-7571,193.02,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,142584,1652,6753,142584,142446,6600.0000,3.30,SF,ADDICKS RESERVOIR,U,2005,KATY,0,0
29.8521,-95.7208,,Point,1164580220015,.1886,0,Harris,AFF,48201,1164580220015,140537,1.31045532227,406Y,1001,Res Improved Table Value,29155,29.8521,-95.7208,21131 WILDCROFT DR,WILDCROFT,21131,KATY,TX,77449-7420,193.01,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,161873,2280,8217,169692,180175,6800.0000,4.20,SF,ADDICKS RESERVOIR,U,1997,KATY,0,0
29.8619,-95.728,,Point,1250750010035,.1510,0,Harris,AFF,48201,1250750010035,116723,0.770538330078,406T,1001,Res Improved Table Value,26540,29.8619,-95.728,5810 RANCH RIATA CT,RANCH RIATA,5810,KATY,TX,77449-2044,193.03,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,125746,1459,6579,143263,131149,5750.0000,4.55,SF,ADDICKS RESERVOIR,U,2007,KATY,0,0
29.8402,-95.6376,,Point,1068440000015,.2298,0,Harris,MIN,48201,1068440000015,81288,3.29062652588,448F,1001,Res Improved Table Value,25578,29.8402,-95.6376,15814 SANDY HILL DR,SANDY HILL,15814,HOUSTON,TX,77084-3637,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,110713,2480,10008,110713,208430,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8435,-95.6404,,Point,1101260000043,.1858,0,Harris,AFF,48201,1101260000043,125512,0.150939941406,448A,1001,Res Improved Table Value,24945,29.8435,-95.6404,4714 EAGLE TRAIL DR,EAGLE TRAIL,4714,HOUSTON,TX,77084-2920,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,162263,1922,8091,162263,190170,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8456,-95.5979,,Point,1187210020013,.3137,0,Harris,AFF,48201,1187210020013,385483,0.146141052246,449A,1001,Res Improved Table Value,65320,29.8456,-95.5979,12511 PEBBLE WAY CT,PEBBLE WAY,12511,HOUSTON,TX,77041-6856,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,455400,3576,13667,458239,475905,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8447,-95.6031,,Point,1200540010002,.2460,0,Harris,AFF,48201,1200540010002,674965,0.411094665527,448D,1001,Res Improved Table Value,131807,29.8447,-95.6031,5411 MORNING BREEZE,MORNING BREEZE,5411,HOUSTON,TX,77041-5788,87.08,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,819506,5130,10716,819506,794077,10716.0000,10.00,SF,ADDICKS RESERVOIR,U,2003,HOUSTON,0,0
29.8421,-95.5984,,Point,1182820020006,.2925,0,Harris,AFF,48201,1182820020006,626295,0.0629425048828,449A,1001,Res Improved Table Value,95705,29.8421,-95.5984,12508 STILL HARBOUR DR,STILL HARBOUR,12508,HOUSTON,TX,77041-6633,85.02,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,722100,4896,12739,722100,782982,10400.0000,9.00,SF,ADDICKS RESERVOIR,U,1998,HOUSTON,0,0
29.8559,-95.7213,,Point,1251110010007,.1188,0,Harris,AFF,48201,1251110010007,112424,1.69755554199,406Y,1001,Res Improved Table Value,19890,29.8559,-95.7213,20034 BLUECREEK RIDGE LN,BLUECREEK RIDGE,20034,KATY,TX,77449,193.05,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,119567,1606,5175,132314,131481,4950.0000,4.00,SF,ADDICKS RESERVOIR,U,2004,KATY,0,0
29.8585,-95.7242,,Point,1264800030010,.2774,0,Harris,AFF,48201,1264800030010,147264,0.522155761719,406Y,1001,Res Improved Table Value,29045,29.8585,-95.7242,5706 COYOTE CALL CT,COYOTE CALL,5706,KATY,TX,77449-0032,193.03,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,176309,2352,12085,176309,167345,5750.0000,4.55,SF,ADDICKS RESERVOIR,U,2006,KATY,0,0
29.8436,-95.6012,,Point,1182820010015,.2509,0,Harris,AFF,48201,1182820010015,526825,0.510894775391,448D,1001,Res Improved Table Value,94075,29.8436,-95.6012,5211 CEDAR BEND CRK,CEDAR BEND,5211,HOUSTON,TX,77041-6668,85.02,4126,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,621000,3822,10928,621000,642118,10400.0000,9.00,SF,ADDICKS RESERVOIR,U,2003,HOUSTON,0,0
29.8447,-95.5969,,Point,1187210020016,.3034,0,Harris,AFF,48201,1187210020016,296483,0.754508972168,449A,1001,Res Improved Table Value,65008,29.8447,-95.5969,5202 PEBBLE WAY LN,PEBBLE WAY,5202,HOUSTON,TX,77041-6857,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,361491,2614,13215,361491,395726,9000.0000,6.90,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8423,-95.6382,,Point,1094600000027,.1848,0,Harris,AFF,48201,1094600000027,120872,0.700088500977,448B,1001,Res Improved Table Value,24932,29.8423,-95.6382,15826 LAUREL HEIGHTS DR,LAUREL HEIGHTS,15826,HOUSTON,TX,77084-3621,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,154357,1894,8050,154357,185957,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8407,-95.6364,,Point,1068480000013,.1931,0,Harris,MIN,48201,1068480000013,134235,2.88597106934,448F,1001,Res Improved Table Value,25050,29.8407,-95.6364,15714 TUMBLING RAPIDS DR,TUMBLING RAPIDS,15714,HOUSTON,TX,77043-2703,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,159285,2007,8410,159285,206515,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.842,-95.6401,,Point,1068420000037,.1738,0,Harris,AFF,48201,1068420000037,110227,1.52691650391,448A,1001,Res Improved Table Value,24773,29.842,-95.6401,4623 TURF VALLEY DR,TURF VALLEY,4623,HOUSTON,TX,77084-3539,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,135000,1825,7571,135000,180291,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.841,-95.64,,Point,1068430000009,.1931,0,Harris,AFF,48201,1068430000009,135500,1.85642242432,448A,1001,Res Improved Table Value,25050,29.841,-95.64,4602 TURF VALLEY DR,TURF VALLEY,4602,HOUSTON,TX,77084-3540,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,160175,2033,8410,160550,208462,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
